Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,Type,Unidirectional Channels,Voltage - Reverse Standoff (Typ),Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Current - Peak Pulse (10/1000µs),Power - Peak Pulse,Power Line Protection,Applications,Capacitance @ Frequency,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Bidirectional Channels,Grade,Qualification,URL
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ6.0ALFTR-ND,SMAJ6.0ALFCT-ND,SMAJ6.0ALFDKR-ND",SMAJ6.0A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 6VWM 10.3VC DO214AC,"65,468",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,1,6V,6.67V,10.3V,38.8A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ6-0A/762252
https://www.diodes.com/assets/Datasheets/DT1452-02SO.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DT1452-02SO-7DITR-ND,DT1452-02SO-7DICT-ND,DT1452-02SO-7DIDKR-ND",DT1452-02SO-7,Diodes Incorporated,Diodes Incorporated,TVS DIODE 5.5VWM 11VC SOT233,"50,410",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,2,5.5V (Max),7V,11V,5A (8/20µs),-,Yes,HDMI,1.2pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,"TO-236-3, SC-59, SOT-23-3",SOT-23-3,-,-,-,https://www.digikey.com/en/products/detail/diodes-incorporated/DT1452-02SO-7/4747651
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ51ALFTR-ND,SMAJ51ALFCT-ND,SMAJ51ALFDKR-ND",SMAJ51A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 51VWM 82.4VC DO214AC,"49,341",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,1,51V,56.7V,82.4V,4.9A,400W,Yes,General Purpose,-,-55°C ~ 150°C,Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ51A/762306
https://www.st.com/resource/en/datasheet/esdcan06-2bwy.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6256/497%7ESOT323-3%7E%7E3.jpg,"497-15846-2-ND,497-15846-1-ND,497-15846-6-ND",ESDCAN03-2BWY,STMicroelectronics,STMicroelectronics,TVS DIODE 24VWM 41VC SOT3233,"33,507",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,24V (Max),26.5V,41V,3A (8/20µs),250W,No,CAN,3pF @ 1MHz,-55°C ~ 175°C (TJ),Surface Mount,"SC-70, SOT-323",SOT-323-3,2,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDCAN03-2BWY/5305266
https://www.st.com/resource/en/datasheet/esdcan06-2bwy.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1217/SOT-323-3.jpg,"497-17303-2-ND,497-17303-1-ND,497-17303-6-ND",ESDCAN05-2BWY,STMicroelectronics,STMicroelectronics,TVS DIODE 36VWM 61VC SOT3233,"29,425",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,36V,39V,61V,3A (8/20µs),170W,No,CAN,-,-55°C ~ 175°C (TJ),Surface Mount,"SC-70, SOT-323",SOT-323-3,2,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDCAN05-2BWY/7327798
https://semtech.my.salesforce.com/sfc/p/#E0000000JelG/a/2R000000Uw2o/Oap_z2XvFrhkhnwFP_B.CKrpjZsuaFSm5swXZbWrZZ4,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6311/600%7ESLP1006P2%7E%7E2.jpg,"600-RCLAMP3361P.TFTTR-ND,600-RCLAMP3361P.TFTCT-ND,600-RCLAMP3361P.TFTDKR-ND",RCLAMP3361P.TFT,Semtech Corporation,Semtech Corporation,TVS DIODE 3.3VWM SLP1006P2,"21,795",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",RailClamp®,Active,Zener,-,3.3V (Max),5.5V,8.5V,7A (8/20µs),60W,No,USB,0.25pF @ 1MHz,-40°C ~ 85°C,Surface Mount,0402 (1006 Metric),SLP1006P2,1,-,-,https://www.digikey.com/en/products/detail/semtech-corporation/RCLAMP3361P-TFT/20370724
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ33ALFTR-ND,SMAJ33ALFCT-ND,SMAJ33ALFDKR-ND",SMAJ33A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC DO214AC,"13,196",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,1,33V,36.7V,53.3V,7.5A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ33A/762296
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ58ALFTR-ND,SMAJ58ALFCT-ND,SMAJ58ALFDKR-ND",SMAJ58A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 58VWM 93.6VC DO214AC,"7,566",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,1,58V,64.4V,93.6V,4.3A,400W,Yes,General Purpose,-,-55°C ~ 150°C,Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ58A/762310
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_array_sp1233_datasheet.pdf?assetguid=0e864491-f5c5-4123-a4af-5b5f312ccc58,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/18%7ESOD882%7EE%7E2.jpg,"F10978TR-ND,F10978CT-ND,F10978DKR-ND",SP1233-01ETG,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 3.3VWM 8.5VC SOD882,"6,295",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SP1220, SPA®",Active,Zener,-,3.3V (Max),4.2V (Typ),8.5V (Typ),20A (8/20µs),180W,No,-,35pF @ 1MHz,-40°C ~ 125°C,Surface Mount,SOD-882,SOD-882,1,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/littelfuse-inc/SP1233-01ETG/8123980
https://assets.nexperia.com/documents/data-sheet/PESDXL5UF_V_Y.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT363%7EGW%7E6.jpg,"1727-3836-2-ND,1727-3836-1-ND,1727-3836-6-ND","PESD5V0L5UY,115",Nexperia USA Inc.,Nexperia USA Inc.,TVS DIODE 5VWM 12VC 6TSSOP,"2,412",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,5,5V (Max),6.4V,12V,2.5A (8/20µs),25W,No,General Purpose,16pF @ 1MHz,-65°C ~ 150°C (TA),Surface Mount,"6-TSSOP, SC-88, SOT-363",6-TSSOP,-,Automotive,AEC-Q100,https://www.digikey.com/en/products/detail/nexperia-usa-inc/PESD5V0L5UY-115/1157459
https://www.vishay.com/docs/88390/smaj50a.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8908/MFG_112%7EDO214AC%28SMA%29%7E%7E2.jpg,"SMAJ12A-E3/61GITR-ND,SMAJ12A-E3/61GICT-ND,SMAJ12A-E3/61GIDKR-ND",SMAJ12A-E3/61,Vishay General Semiconductor - Diodes Division,Vishay General Semiconductor - Diodes Division,TVS DIODE 12VWM 19.9VC DO214AC,"1,836",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TransZorb®,Active,Zener,1,12V,13.3V,19.9V,20.1A,400W,No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),-,-,-,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SMAJ12A-E3-61/1091496
https://www.onsemi.com/pub/Collateral/ESDR0502B-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6295/488%7E463-01%7EE%2CT%7E3.jpg,"ESDR0502BT1GOSTR-ND,ESDR0502BT1GOSCT-ND,ESDR0502BT1GOSDKR-ND",ESDR0502BT1G,onsemi,onsemi,TVS DIODE 5VWM 15V SC75 SOT416,"1,348",0.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,2,5V (Max),5.8V,15V,2A (8/20µs),20W,No,General Purpose,"0.5pF @ 1MHz, 0.25pF @ 1MHz",-55°C ~ 150°C (TJ),Surface Mount,"SC-75, SOT-416","SC-75, SOT-416",-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESDR0502BT1G/2401300
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fesd351,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6222/296%7E4211012%7EDPY%7E2.jpg,"296-51109-2-ND,296-51109-1-ND,296-51109-6-ND",ESD351DPYR,Texas Instruments,Texas Instruments,TVS DIODE 3.6VWM 6.5VC 2X1SON,"688,036",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,3.6V,4.5V,6.5V,16A,36W,No,General Purpose,1.8pF @ 1MHz,-40°C ~ 125°C,Surface Mount,0402 (1006 Metric),2-X1SON (1x.60),-,-,-,https://www.digikey.com/en/products/detail/texas-instruments/ESD351DPYR/9597828
https://www.onsemi.com/pub/Collateral/ESD7C3.3D-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/488%7E631AA-01%7EM%7E3.jpg,"ESD7C5.0DT5GOSTR-ND,ESD7C5.0DT5GOSCT-ND,ESD7C5.0DT5GOSDKR-ND",ESD7C5.0DT5G,onsemi,onsemi,TVS DIODE 5VWM SOT723,"172,248",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,2,5V (Max),11V,-,-,-,No,General Purpose,6.2pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,SOT-723,SOT-723,-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESD7C5-0DT5G/1646448
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ30CALFTR-ND,SMAJ30CALFCT-ND,SMAJ30CALFDKR-ND",SMAJ30CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 30VWM 48.4VC DO214AC,"115,323",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,30V,33.3V,48.4V,8.3A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ30CA/762295
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ7.0CALFTR-ND,SMAJ7.0CALFCT-ND,SMAJ7.0CALFDKR-ND",SMAJ7.0CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 7VWM 12VC DO214AC,"111,317",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,7V,7.78V,12V,33.3A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ7-0CA/762257
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ15CALFTR-ND,SMAJ15CALFCT-ND,SMAJ15CALFDKR-ND",SMAJ15CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 15VWM 24.4VC DO214AC,"110,390",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,15V,16.7V,24.4V,16.4A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ15CA/762277
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ24CALFTR-ND,SMAJ24CALFCT-ND,SMAJ24CALFDKR-ND",SMAJ24CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 24VWM 38.9VC DO214AC,"83,949",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,24V,26.7V,38.9V,10.3A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ24CA/762289
https://www.onsemi.com/pub/Collateral/ESD7351-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E477-02%7E%7E2.jpg,"ESD7351HT1GOSTR-ND,ESD7351HT1GOSCT-ND,ESD7351HT1GOSDKR-ND",ESD7351HT1G,onsemi,onsemi,TVS DIODE 3.3VWM SOD323,"80,383",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,3.3V (Max),5V,-,-,-,No,RF Antenna,0.43pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,"SC-76, SOD-323",SOD-323,-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESD7351HT1G/5257563
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ58CALFTR-ND,SMAJ58CALFCT-ND,SMAJ58CALFDKR-ND",SMAJ58CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 58VWM 93.6VC DO214AC,"64,036",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,58V,64.4V,93.6V,4.3A,400W,Yes,General Purpose,-,-55°C ~ 150°C,Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ58CA/762311
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ28CALFTR-ND,SMAJ28CALFCT-ND,SMAJ28CALFDKR-ND",SMAJ28CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 28VWM 45.4VC DO214AC,"61,564",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,28V,31.1V,45.4V,8.8A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ28CA/762293
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ36ALFTR-ND,SMAJ36ALFCT-ND,SMAJ36ALFDKR-ND",SMAJ36A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 36VWM 58.1VC DO214AC,"61,329",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,1,36V,40V,58.1V,6.9A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ36A/762298
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ33CALFTR-ND,SMAJ33CALFCT-ND,SMAJ33CALFDKR-ND",SMAJ33CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC DO214AC,"58,024",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,33V,36.7V,53.3V,7.5A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ33CA/762297
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ36CALFTR-ND,SMAJ36CALFCT-ND,SMAJ36CALFDKR-ND",SMAJ36CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 36VWM 58.1VC DO214AC,"56,122",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,36V,40V,58.1V,6.9A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ36CA/762299
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ18CALFTR-ND,SMAJ18CALFCT-ND,SMAJ18CALFDKR-ND",SMAJ18CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 18VWM 29.2VC DO214AC,"51,613",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,18V,20V,29.2V,13.7A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ18CA/762283
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ13ALFTR-ND,SMAJ13ALFCT-ND,SMAJ13ALFDKR-ND",SMAJ13A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 13VWM 21.5VC DO214AC,"42,799",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,1,13V,14.4V,21.5V,18.6A,400W,Yes,General Purpose,-,-55°C ~ 150°C,Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ13A/762272
https://www.onsemi.com/pub/Collateral/ESD7C3.3D-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/488%7E631AA-01%7EM%7E3.jpg,"ESD7C3.3DT5GOSTR-ND,ESD7C3.3DT5GOSCT-ND,ESD7C3.3DT5GOSDKR-ND",ESD7C3.3DT5G,onsemi,onsemi,TVS DIODE 3.3VWM SOT723,"34,195",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,2,3.3V (Max),5V,-,-,-,No,General Purpose,13pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,SOT-723,SOT-723,-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESD7C3-3DT5G/1646447
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ15ALFTR-ND,SMAJ15ALFCT-ND,SMAJ15ALFDKR-ND",SMAJ15A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 15VWM 24.4VC DO214AC,"27,138",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,1,15V,16.7V,24.4V,16.4A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ15A/762276
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ10ALFTR-ND,SMAJ10ALFCT-ND,SMAJ10ALFDKR-ND",SMAJ10A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 10VWM 17VC DO214AC,"26,695",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,1,10V,11.1V,17V,23.5A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ10A/762266
https://www.onsemi.com/pdf/datasheet/sm05t1-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/488_SOT-23-3%2CTO-236-3%2CMicro3%2CSSD3%2CSST3.jpg,"SM36T1GOSTR-ND,SM36T1GOSCT-ND,SM36T1GOSDKR-ND",SM36T1G,onsemi,onsemi,TVS DIODE 36VWM 60VC SOT23-3,"25,034",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,2,36V,40V,60V,4A (8/20µs),300W,No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,"TO-236-3, SC-59, SOT-23-3",SOT-23-3 (TO-236),-,-,-,https://www.digikey.com/en/products/detail/onsemi/SM36T1G/2797334
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ9.0CALFTR-ND,SMAJ9.0CALFCT-ND,SMAJ9.0CALFDKR-ND",SMAJ9.0CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 9VWM 15.4VC DO214AC,"23,764",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,9V,10V,15.4V,26A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ9-0CA/762265
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"18-SMAJ26CATR-ND,18-SMAJ26CACT-ND,18-SMAJ26CADKR-ND",SMAJ26CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 26VWM 42.1VC DO214AC,"21,043",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,26V,28.9V,42.1V,9.5A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ26CA/762291
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ5.0CALFTR-ND,SMAJ5.0CALFCT-ND,SMAJ5.0CALFDKR-ND",SMAJ5.0CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 5VWM 9.2VC DO214AC,"20,866",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,5V,6.4V,9.2V,43.5A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ5-0CA/762251
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ20ALFTR-ND,SMAJ20ALFCT-ND,SMAJ20ALFDKR-ND",SMAJ20A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 20VWM 32.4VC DO214AC,"19,075",0.48,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,1,20V,22.2V,32.4V,12.3A,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ20A/762284
