Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,Type,Unidirectional Channels,Voltage - Reverse Standoff (Typ),Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Current - Peak Pulse (10/1000µs),Power - Peak Pulse,Power Line Protection,Applications,Capacitance @ Frequency,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Bidirectional Channels,Grade,Qualification,URL
https://www.we-online.com/components/products/datasheet/82400102.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2605/SOT-23-6%20PKG.jpg,"732-4473-2-ND,732-4473-1-ND,732-4473-6-ND",82400102,Würth Elektronik,Würth Elektronik,TVS DIODE 5VWM 7.7VC SOT23-6L,"24,153",0.86,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",WE-TVS,Active,Steering (Rail to Rail),2,5V (Max),6V,7.7V (Typ),6A (8/20µs),-,Yes,General Purpose,-,-40°C ~ 125°C (TJ),Surface Mount,SOT-23-6,SOT-23-6L,-,-,-,https://www.digikey.com/en/products/detail/würth-elektronik/82400102/3900520
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fesds302,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8897/MFG_296%7E4214839%7EDBV%7E5.jpg,"296-51110-2-ND,296-51110-1-ND,296-51110-6-ND",ESDS302DBVR,Texas Instruments,Texas Instruments,TVS DIODE 3.6VWM 6VC SOT23-5,"18,452",0.86,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,2,3.6V (Max),4.5V,6V (Typ),12A (8/20µs),85W,No,General Purpose,2.3pF @ 1MHz,-40°C ~ 125°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5,-,-,-,https://www.digikey.com/en/products/detail/texas-instruments/ESDS302DBVR/9659606
https://www.littelfuse.com/assetdocs/littelfuse-tvs-diode-array-sp4024-datasheet?assetguid=b2e5935e-b122-4fdf-baa5-1d77e2fca1c7,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/18%7ESOD323%7E%7E2.jpg,"F6760TR-ND,F6760CT-ND,F6760DKR-ND",SP4024-01FTG,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 24VWM 50VC SOD323,"6,946",0.86,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SP4024, SPA®",Active,Steering (Rail to Rail),1,24V (Max),26V,50V,7A (8/20µs),350W,No,-,1.3pF @ 1MHz,-40°C ~ 125°C (TJ),Surface Mount,"SC-76, SOD-323",SOD-323,-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SP4024-01FTG/5119112
https://www.mccsemi.com/pdf/Products/SM712H(SOT-23).pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6152/353%7ESOT23-3%7E%7E3.jpg,"353-SM712H-TPTR-ND,353-SM712H-TPCT-ND,353-SM712H-TPDKR-ND",SM712H-TP,MCC (Micro Commercial Components),MCC (Micro Commercial Components),TVS DIODE 12VWM 28VC SOT23,"40,813",0.87,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,12V (Max),13.3V,28V,36A (8/20µs),1000W (1kW),No,General Purpose,75pF @ 1MHz (Max),-55°C ~ 125°C (TJ),Surface Mount,"TO-236-3, SC-59, SOT-23-3",SOT-23,2,-,-,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SM712H-TP/12177158
https://semtech.my.salesforce.com/sfc/p/E0000000JelG/a/2R000000HTFt/BOw9QSJpDx5SBllUYVZME2f0AMWTVTiOiVJdzQ3vnag,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7162/MFG_600%7ESLP1006N3T%7E%7E3.jpg,"RCLAMP3552T.TNTTR-ND,RCLAMP3552T.TNTCT-ND,RCLAMP3552T.TNTDKR-ND",RCLAMP3552T.TNT,Semtech Corporation,Semtech Corporation,TVS DIODE 3.5VWM 6.5V SLP1006N3T,"17,952",0.87,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",RailClamp®,Active,Zener,-,3.5V (Max),7.5V,6.5V,4A (8/20µs),-,No,General Purpose,0.3pF @ 1MHz,-40°C ~ 125°C (TJ),Surface Mount,3-XDFN,SLP1006N3T,2,-,-,https://www.digikey.com/en/products/detail/semtech-corporation/RCLAMP3552T-TNT/5118675
https://www.onsemi.com/pdf/datasheet/nup2114-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7179/MFG_488%7E318G-02%7EDT%2CSN%7E6.jpg,"NUP2114UCMR6T1GOSTR-ND,NUP2114UCMR6T1GOSCT-ND,NUP2114UCMR6T1GOSDKR-ND",NUP2114UCMR6T1G,onsemi,onsemi,TVS DIODE 5VWM 10VC 6TSOP,"15,181",0.87,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Steering (Rail to Rail),2,5V (Max),5.5V,10V (Typ),8A (8/20µs),-,Yes,General Purpose,0.8pF @ 1MHz,-40°C ~ 125°C (TJ),Surface Mount,"SOT-23-6 Thin, TSOT-23-6",6-TSOP,-,-,-,https://www.digikey.com/en/products/detail/onsemi/NUP2114UCMR6T1G/1961288
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_sz1smb_datasheet.pdf?assetguid=486b5b30-c6a6-4764-b97c-0bce3ce4a35d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/837/DO-214AA_SMB403C.jpg,"F11576TR-ND,F11576CT-ND,F11576DKR-ND",SZ1SMB60CAT3G,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 60VWM 96.8VC SMB,"14,205",0.87,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,60V,66.7V,96.8V,6.2A,600W,No,-,150pF @ 1MHz,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AA, SMB",SMB,1,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/littelfuse-inc/SZ1SMB60CAT3G/5817170
https://www.littelfuse.com/assetdocs/tvs-diode-szp6smbxxca-datasheet?assetguid=a54ab340-efe4-40d7-99cb-dd80d69f6f3a,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/18%7ESMB%7E6SMB%2C-SMB%7E2.jpg,"SZP6SMB43CAT3GTR-ND,SZP6SMB43CAT3GCT-ND,SZP6SMB43CAT3GDKR-ND",SZP6SMB43CAT3G,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 36.8VWM 59.3VC SMB,"1,149",0.87,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,36.8V,40.9V,59.3V,10.1A,600W,No,-,240pF @ 1MHz,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AA, SMB",SMB,1,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/littelfuse-inc/SZP6SMB43CAT3G/3063446
https://www.st.com/resource/en/datasheet/cd00070945.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/406/TRANSIL-DO216.jpg,"497-7878-2-ND,497-7878-1-ND,497-7878-6-ND",SM2T3V3A,STMicroelectronics,STMicroelectronics,TVS DIODE 3.3VWM 6.8VC DO216AA,"49,605",0.88,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SM2T, TRANSIL™",Active,Zener,1,3.3V,3.6V,6.8V,30A,200W,No,General Purpose,2500pF @ 1MHz,-,Surface Mount,DO-216AA,STmite (DO-216AA),-,-,-,https://www.digikey.com/en/products/detail/stmicroelectronics/SM2T3V3A/1039060
https://www.st.com/resource/en/datasheet/cd00002910.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/891/POWERMITE.jpg,"497-7879-2-ND,497-7879-1-ND,497-7879-6-ND",SM2T6V8A,STMicroelectronics,STMicroelectronics,TVS DIODE 5VWM 9.2VC DO216AA,"41,562",0.88,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SM2T, TRANSIL™",Active,Zener,1,5V,6.4V,9.2V,19.6A,200W,No,General Purpose,-,-,Surface Mount,DO-216AA,STmite (DO-216AA),-,-,-,https://www.digikey.com/en/products/detail/stmicroelectronics/SM2T6V8A/1039061
https://www.littelfuse.com/assetdocs/tvs-diodes-p4sma-datasheet?assetguid=d4a000f4-a1f8-43e4-ba75-ac288263ba41,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"P4SMA400CATR-ND,P4SMA400CACT-ND,P4SMA400CADKR-ND",P4SMA400CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 342VWM 548VC DO214AC,"25,676",0.88,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",P4SMA,Active,Zener,-,342V,380V,548V,800mA,400W,No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/P4SMA400CA/715459
-,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6451/732%7ESOT23-6%7E%7E6.jpg,"732-824015043TR-ND,732-824015043CT-ND,732-824015043DKR-ND",824015043,Würth Elektronik,Würth Elektronik,TVS DIODE 3.3VWM 10VC SOT236,"16,488",0.88,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",WE-TVS,Active,Steering (Rail to Rail),4,3.3V (Max),4.5V,10V (Typ),30A (8/20µs),-,Yes,General Purpose,2pF @ 1MHz,-55°C ~ 125°C (TA),Surface Mount,SOT-23-6,SOT-23-6,-,-,-,https://www.digikey.com/en/products/detail/würth-elektronik/824015043/15929417
https://www.we-online.com/components/products/datasheet/824015.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2605/SOT-23-6%20PKG.jpg,"732-4467-2-ND,732-4467-1-ND,732-4467-6-ND",824015,Würth Elektronik,Würth Elektronik,TVS DIODE 5VWM 8.2VC SOT23-6L,"26,654",0.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",WE-TVS,Active,Steering (Rail to Rail),4,5V (Max),6V,8.2V (Typ),4A (8/20µs),-,Yes,Ethernet,-,-55°C ~ 125°C (TJ),Surface Mount,SOT-23-6,SOT-23-6L,-,-,-,https://www.digikey.com/en/products/detail/würth-elektronik/824015/3900539
https://www.we-online.com/components/products/datasheet/824011.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2586/SOT-23-5%20PKG.jpg,"732-4465-2-ND,732-4465-1-ND,732-4465-6-ND",824011,Würth Elektronik,Würth Elektronik,TVS DIODE 5VWM 8.5VC SOT23-5L,"23,615",0.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",WE-TVS,Active,Steering (Rail to Rail),2,5V (Max),6.1V,8.5V,13A (8/20µs),-,Yes,General Purpose,-,-55°C ~ 125°C (TJ),Surface Mount,"SC-74A, SOT-753",SOT-23-5L,-,-,-,https://www.digikey.com/en/products/detail/würth-elektronik/824011/3900524
https://www.ti.com/lit/ds/symlink/tpd4e001.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8900/MFG_296%7E4093553-4%7EDCK%7E6.jpg,"296-28779-2-ND,296-28779-1-ND,296-28779-6-ND",TPD4E001DCKR,Texas Instruments,Texas Instruments,TVS DIODE 5.5VWM SC706,"12,796",0.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Steering (Rail to Rail),4,5.5V (Max),11V,-,-,100W,Yes,Ethernet,-,-40°C ~ 85°C (TA),Surface Mount,"6-TSSOP, SC-88, SOT-363",SC-70-6,-,-,-,https://www.digikey.com/en/products/detail/texas-instruments/TPD4E001DCKR/2666509
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ250CALFTR-ND,SMAJ250CALFCT-ND,SMAJ250CALFDKR-ND",SMAJ250CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 250VWM 405VC DO214AC,"70,483",0.91,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,250V,279V,405V,1A,400W,Yes,General Purpose,-,-55°C ~ 150°C,Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ250CA/762347
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ300CALFTR-ND,SMAJ300CALFCT-ND,SMAJ300CALFDKR-ND",SMAJ300CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 300VWM 486VC DO214AC,"19,340",0.91,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,300V,335V,486V,1.3A,400W,Yes,General Purpose,-,-55°C ~ 150°C,Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ300CA/762349
https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4828/118%7EDO214AC%28SMA%29%7E%7E2-Top.jpg,"SMAJ400CALFTR-ND,SMAJ400CALFCT-ND,SMAJ400CALFDKR-ND",SMAJ400CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 400VWM 648VC DO214AC,"2,200",0.91,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMAJ,Active,Zener,-,400V,447V,648V,1A,400W,Yes,General Purpose,-,-55°C ~ 150°C,Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMAJ400CA/762353
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_1_5ke_datasheet.pdf?assetguid=9d02c7d2-86a5-4bff-9251-966d6af02bf7,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/18%7EDO201-BIDIRECTIONAL%7E%7E2.jpg,"1.5KE33CALFTR-ND,1.5KE33CALFCT-ND",1.5KE33CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 28.2VWM 45.7VC DO201,"36,640",0.92,0,1,"Tape & Reel (TR),Cut Tape (CT)",1.5KE,Active,Zener,-,28.2V,31.4V,45.7V,33.3A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,"DO-201AA, DO-27, Axial",DO-201,1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/1-5KE33CA/688026
https://semtech.my.salesforce.com/sfc/p/E0000000JelG/a/44000000MCpq/c5Dbqk2yc9pVWlqFu9QWgy71qH1y7chD3Xc4hgOrncQ,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2584/RailClamp%206-UFDFN.jpg,"600-RCLAMP0532T.TCTTR-ND,600-RCLAMP0532T.TCT-ND,600-RCLAMP0532T.TCTDKR-ND",RCLAMP0532T.TCT,Semtech Corporation,Semtech Corporation,TVS DIODE 5VWM 10VC SLP1610P4T,"5,108",0.92,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",RailClamp®,Active,Steering (Rail to Rail),2,5V (Max),6.5V,10V,10A (8/20µs),100W,No,General Purpose,1pF @ 1MHz,-40°C ~ 125°C (TJ),Surface Mount,6-UFDFN,SLP1610P4T,-,-,-,https://www.digikey.com/en/products/detail/semtech-corporation/RCLAMP0532T-TCT/7392841
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_1_5ke_datasheet.pdf?assetguid=9d02c7d2-86a5-4bff-9251-966d6af02bf7,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/18%7EDO201-UNIDIRECTIONAL%7E%7E2.jpg,"1.5KE6.8ALFTR-ND,1.5KE6.8ALFCT-ND",1.5KE6.8A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 5.8VWM 10.5VC DO201,"4,545",0.92,0,1,"Tape & Reel (TR),Cut Tape (CT)",1.5KE,Active,Zener,1,5.8V,6.45V,10.5V,144.8A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,"DO-201AA, DO-27, Axial",DO-201,-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/1-5KE6-8A/285842
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_1_5ke_datasheet.pdf?assetguid=9d02c7d2-86a5-4bff-9251-966d6af02bf7,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1868/18%3BDO201-Bidirectional%3B%3B2.jpg,"1.5KE30ALFTR-ND,1.5KE30ALFCT-ND",1.5KE30A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 25.6VWM 41.4VC DO201,"3,293",0.92,0,1,"Tape & Reel (TR),Cut Tape (CT)",1.5KE,Active,Zener,1,25.6V,28.5V,41.4V,36.7A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,"DO-201AA, DO-27, Axial",DO-201,-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/1-5KE30A/285858
https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6240/118%7EDO214AB%28SMC%29%7E%7E2.jpg,"SMCJ18ABTR-ND,SMCJ18ABCT-ND,SMCJ18ABDKR-ND",SMCJ18A,Bourns Inc.,Bourns Inc.,TVS DIODE 18VWM 29.2VC DO214AB,"39,542",0.93,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMCJ,Active,Zener,1,18V,20V,29.2V,51.4A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,"DO-214AB, SMC",DO-214AB (SMC),-,-,-,https://www.digikey.com/en/products/detail/bourns-inc/SMCJ18A/2254663
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd4e1u06,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8900/MFG_296%7E4093553-4%7EDCK%7E6.jpg,"296-39347-2-ND,296-39347-1-ND,296-39347-6-ND",TPD4E1U06DCKR,Texas Instruments,Texas Instruments,TVS DIODE 5.5VWM 15VC SC706,"36,680",0.93,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Steering (Rail to Rail),4,5.5V (Max),6.5V,15V (Typ),3A (8/20µs),45W,Yes,"Ethernet, HDMI",-,-40°C ~ 125°C (TA),Surface Mount,"6-TSSOP, SC-88, SOT-363",SC-70-6,-,-,-,https://www.digikey.com/en/products/detail/texas-instruments/TPD4E1U06DCKR/3871272
//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6350/RCLAMP2451ZATFT.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1010/600%7ESLP0603P3X3F%7E%7E3.jpg,"RCLAMP2451ZATFTTR-ND,RCLAMP2451ZATFTCT-ND,RCLAMP2451ZATFTDKR-ND",RCLAMP2451ZATFT,Semtech Corporation,Semtech Corporation,TVS DIODE 24VWM 7VC SLP0603P2X3F,"7,084",0.93,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",RailClamp®,Active,Zener,-,24V (Max),25.5V,7V,3A (8/20µs),60W,No,General Purpose,0.35pF @ 1MHz,-40°C ~ 85°C (TJ),Surface Mount,0201 (0603 Metric),SLP0603P2X3F,1,-,-,https://www.digikey.com/en/products/detail/semtech-corporation/RCLAMP2451ZATFT/5321774
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_smcj_datasheet.pdf?assetguid=37388813-0d6d-4329-969b-1aa8b7614ac1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8885/MFG_18%7EDO214AB%28SMCJ%29%7E%7E2.jpg,"SMCJ58ALFTR-ND,SMCJ58ALFCT-ND,SMCJ58ALFDKR-ND",SMCJ58A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 58VWM 93.6VC DO214AB,"569,331",0.94,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMCJ,Active,Zener,1,58V,64.4V,93.6V,16.1A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,"DO-214AB, SMC",DO-214AB (SMCJ),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMCJ58A/762416
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_smcj_datasheet.pdf?assetguid=37388813-0d6d-4329-969b-1aa8b7614ac1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8885/MFG_18%7EDO214AB%28SMCJ%29%7E%7E2.jpg,"SMCJ26ALFTR-ND,SMCJ26ALFCT-ND,SMCJ26ALFDKR-ND",SMCJ26A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 26VWM 42.1VC DO214AB,"150,002",0.94,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMCJ,Active,Zener,1,26V,28.9V,42.1V,35.7A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,"DO-214AB, SMC",DO-214AB (SMCJ),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMCJ26A/762396
https://www.littelfuse.com/assetdocs/littelfuse-tvs-diode-array-sesd-ultra-low-capacitance-discrete-tvs-datasheet?assetguid=645e7b6b-8305-497f-b62b-24df676c444e,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/18%7E2DFN-.60-1X.6%7EQF%7E2.jpg,"SESD0402X1UN-0020-090TR-ND,SESD0402X1UN-0020-090CT-ND,SESD0402X1UN-0020-090DKR-ND",SESD0402X1UN-0020-090,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 7VWM 9.2VC 0402/2DFN,"63,944",0.94,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SESD, SPA®",Active,Zener,1,7V (Max),9V (Typ),9.2V (Typ),2A (8/20µs),-,No,HDMI,0.2pF @ 3GHz,-55°C ~ 125°C (TJ),Surface Mount,0402 (1006 Metric),0402/2DFN (1x0.60),-,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/littelfuse-inc/SESD0402X1UN-0020-090/5233545
https://www.bourns.com/docs/Product-Datasheets/P6SMB.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6450/118%7EDO214AA%28SMB%29%7E%7E2.jpg,"P6SMB440CABBTR-ND,P6SMB440CABBCT-ND,P6SMB440CABBDKR-ND",P6SMB440CA,Bourns Inc.,Bourns Inc.,TVS DIODE 376VWM 602VC DO214AA,"57,914",0.94,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",P6SMB,Active,Zener,-,376V,418V,602V,1A,600W,No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,"DO-214AA, SMB",DO-214AA (SMB),1,-,-,https://www.digikey.com/en/products/detail/bourns-inc/P6SMB440CA/5313716
https://www.littelfuse.com/assetdocs/littelfuse-tvs-diode-array-sp1001-datasheet?assetguid=c793b6b1-660c-4ef5-90f0-f9e86b28aed9,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4819/SOT25.jpg,"F2895TR-ND,F2895CT-ND,F2895DKR-ND",SP1001-04JTG,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 5.5VWM 13VC SC705,"53,350",0.94,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SP1001, SPA®",Active,Zener,4,5.5V (Max),7V,13V,2A (8/20µs),-,No,-,-,-40°C ~ 125°C (TJ),Surface Mount,"5-TSSOP, SC-70-5, SOT-353",SC-70-5,-,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/littelfuse-inc/SP1001-04JTG/1920178
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd4e1u06,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8441/MFG_296%7E4073253-5%7EDBV%7E6.jpg,"296-35965-2-ND,296-35965-1-ND,296-35965-6-ND",TPD4E1U06DBVR,Texas Instruments,Texas Instruments,TVS DIODE 5.5VWM 15VC SOT23-6,"47,264",0.94,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Steering (Rail to Rail),4,5.5V (Max),6.5V,15V (Typ),3A (8/20µs),45W,Yes,"Ethernet, HDMI",-,-40°C ~ 125°C (TA),Surface Mount,SOT-23-6,SOT-23-6,-,-,-,https://www.digikey.com/en/products/detail/texas-instruments/TPD4E1U06DBVR/3929533
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fesds302,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8897/MFG_296%7E4214839%7EDBV%7E5.jpg,"296-ESDS304DBVRTR-ND,296-ESDS304DBVRCT-ND,296-ESDS304DBVRDKR-ND",ESDS304DBVR,Texas Instruments,Texas Instruments,TVS DIODE 3.6VWM 6VC SOT23-5,"39,888",0.94,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,4,3.6V (Max),4.5V,6V (Typ),12A (8/20µs),85W,No,General Purpose,2.3pF @ 1MHz,-40°C ~ 125°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5,-,-,-,https://www.digikey.com/en/products/detail/texas-instruments/ESDS304DBVR/9659607
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_smcj_datasheet.pdf?assetguid=37388813-0d6d-4329-969b-1aa8b7614ac1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8885/MFG_18%7EDO214AB%28SMCJ%29%7E%7E2.jpg,"SMCJ6.0ALFTR-ND,SMCJ6.0ALFCT-ND,SMCJ6.0ALFDKR-ND",SMCJ6.0A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 6VWM 10.3VC DO214AB,"36,230",0.94,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMCJ,Active,Zener,1,6V,6.67V,10.3V,145.7A,1500W (1.5kW),No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,"DO-214AB, SMC",DO-214AB (SMCJ),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMCJ6-0A/762358
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_smcj_datasheet.pdf?assetguid=37388813-0d6d-4329-969b-1aa8b7614ac1,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8885/MFG_18%7EDO214AB%28SMCJ%29%7E%7E2.jpg,"SMCJ33ALFTR-ND,SMCJ33ALFCT-ND,SMCJ33ALFDKR-ND",SMCJ33A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC DO214AB,"34,861",0.94,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMCJ,Active,Zener,1,33V,36.7V,53.3V,28.2A,1500W (1.5kW),No,General Purpose,-,-65°C ~ 150°C (TJ),Surface Mount,"DO-214AB, SMC",DO-214AB (SMCJ),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMCJ33A/762402
