Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Bidirectional Channels","Voltage - Reverse Standoff (Typ)","Voltage - Breakdown (Min)","Voltage - Clamping (Max) @ Ipp","Current - Peak Pulse (10/1000µs)","Power - Peak Pulse","Power Line Protection","Applications","Capacitance @ Frequency","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package","Unidirectional Channels","Grade","Qualification","URL"
"https://www.onsemi.com/pdf/datasheet/nup3105l-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg","NUP3105LT3GOSTR-ND,NUP3105LT3GOSCT-ND,NUP3105LT3GOSDKR-ND","NUP3105LT3G","onsemi","onsemi","TVS DIODE 32VWM 66VC SOT233","12,988","0.31","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","2","32V (Max)","35.6V","66V","8A (8/20µs)","350W","No","CAN","30pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)","-","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/NUP3105LT3G/5267864"
"https://www.onsemi.com/pdf/datasheet/esd7205-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6310/488%7E631AA%7EM%7E3.jpg","488-ESD7205DT5GTR-ND,488-ESD7205DT5GCT-ND,488-ESD7205DT5GDKR-ND","ESD7205DT5G","onsemi","onsemi","TVS DIODE 5VWM 12.5VC SOT723","4,430","0.31","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","5V (Max)","5.2V","12.5V (Typ)","-","-","No","Ethernet, USB OTG","0.34pF @ 1MHz","-55°C ~ 125°C (TJ)","Surface Mount","SOT-723","SOT-723","2","-","-","https://www.digikey.com/en/products/detail/onsemi/ESD7205DT5G/7562025"
"https://www.onsemi.com/pdf/datasheet/esd8351p2-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5881/488%7E514AB%7E%7E2.jpg","488-SZESD8351P2T5GTR-ND,488-SZESD8351P2T5GCT-ND,488-SZESD8351P2T5GDKR-ND","SZESD8351P2T5G","onsemi","onsemi","TVS DIODE 3.3VWM 11.2VC SOD923","14,095","0.32","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ESD8351","Active","Zener","-","3.3V (Max)","5.5V","11.2V","5A (8/20µs)","-","No","-","0.37pF @ 1MHz","-55°C ~ 125°C (TJ)","Surface Mount","SOD-923","SOD-923","1","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZESD8351P2T5G/5257469"
"https://www.onsemi.com/pdf/datasheet/nup1301ml3t1-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg","SZNUP1301ML3T1GOSTR-ND,SZNUP1301ML3T1GOSCT-ND,SZNUP1301ML3T1GOSDKR-ND","SZNUP1301ML3T1G","onsemi","onsemi","TVS DIODE SOT23-3","3,373","0.32","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Steering (Rail to Rail)","-","-","70V","-","-","-","No","-","0.9pF @ 1MHz","-65°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)","1","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZNUP1301ML3T1G/3063421"
"https://www.onsemi.com/pdf/datasheet/esd7481-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5881/488%7E152AF%7E%7E2.jpg","ESD7481MUT5GOSTR-ND,ESD7481MUT5GOSCT-ND,ESD7481MUT5GOSDKR-ND","ESD7481MUT5G","onsemi","onsemi","TVS DIODE 3.3VWM 12VC 2X3DFN","31,251","0.34","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","1","3.3V (Max)","6V (Typ)","12V","3A (8/20µs)","-","No","RF Antenna","0.25pF @ 1MHz","-40°C ~ 125°C (TJ)","Surface Mount","0201 (0603 Metric)","2-X3DFN (0.6x0.3) (0201)","-","-","-","https://www.digikey.com/en/products/detail/onsemi/ESD7481MUT5G/4847670"
"https://www.onsemi.com/pdf/datasheet/esd7241-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6310/488%7E714AB%7E%7E2.jpg","ESD7241N2T5GOSTR-ND,ESD7241N2T5GOSCT-ND,ESD7241N2T5GOSDKR-ND","ESD7241N2T5G","onsemi","onsemi","TVS DIODE 24VWM 48VC 2X2DFN","9,862","0.35","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","1","24V (Max)","24.3V","48V (Typ)","-","-","No","RF Antenna","1pF @ 1MHz (Max)","-55°C ~ 150°C (TJ)","Surface Mount","2-XDFN","2-X2DFN (1x0.6)","-","-","-","https://www.digikey.com/en/products/detail/onsemi/ESD7241N2T5G/7220687"
"https://www.onsemi.com/download/data-sheet/pdf/esd7c3.3d-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6349/488%7E711AM%7E%7E2.jpg","SZESD7451N2T5GOSTR-ND,SZESD7451N2T5GOSCT-ND,SZESD7451N2T5GOSDKR-ND","SZESD7451N2T5G","onsemi","onsemi","TVS DIODE 3.3VWM 2XDFN","7,876","0.35","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","1","3.3V (Max)","6V (Typ)","-","-","-","No","RF Antenna","0.25pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","2-XDFN","2-XDFN (1x0.6) (SOD-882)","-","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZESD7451N2T5G/5257463"
"https://www.onsemi.com/pdf/datasheet/esdoncan1-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg","ESDONCAN1LT1GOSTR-ND,ESDONCAN1LT1GOSCT-ND,ESDONCAN1LT1GOSDKR-ND","ESDONCAN1LT1G","onsemi","onsemi","TVS DIODE 24VWM 50VC SOT233","2,641","0.35","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","2","24V (Min)","26.2V","50V","3A (8/20µs)","-","No","CAN","10pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)","-","-","-","https://www.digikey.com/en/products/detail/onsemi/ESDONCAN1LT1G/4847673"
"https://www.onsemi.com/pdf/datasheet/nup3105l-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg","NUP3105LT1GOSTR-ND,NUP3105LT1GOSCT-ND,NUP3105LT1GOSDKR-ND","NUP3105LT1G","onsemi","onsemi","TVS DIODE 32VWM 66VC SOT233","24,004","0.36","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","2","32V (Max)","35.6V","66V","8A (8/20µs)","350W","No","CAN","30pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)","-","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/NUP3105LT1G/5267879"
"https://www.onsemi.com/pdf/datasheet/esd7361-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5881/488%7E514AB%7E%7E2.jpg","SZESD7361P2T5GOSTR-ND,SZESD7361P2T5GOSCT-ND,SZESD7361P2T5GOSDKR-ND","SZESD7361P2T5G","onsemi","onsemi","TVS DIODE 5VWM 34VC SOD923","15,528","0.36","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","5V","16.5V","34V","16A (100ns)","-","No","-","0.55pF @ 1MHz","-55°C ~ 125°C (TJ)","Surface Mount","SOD-923","SOD-923","1","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZESD7361P2T5G/5257461"
"https://www.onsemi.com/pdf/datasheet/nup1105l-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg","NUP1105LT1GOSTR-ND,NUP1105LT1GOSCT-ND,NUP1105LT1GOSDKR-ND","NUP1105LT1G","onsemi","onsemi","TVS DIODE 24VWM 44VC SOT233","15,139","0.36","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","1","24V (Min)","25.7V","44V","8A (8/20µs)","350W","No","CAN","60pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)","-","-","-","https://www.digikey.com/en/products/detail/onsemi/NUP1105LT1G/1484998"
"https://www.onsemi.com/pdf/datasheet/esd5z2.5t1-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E502-01%7E%7E2.jpg","ESD5Z7.0T5GOSTR-ND,ESD5Z7.0T5GOSCT-ND,ESD5Z7.0T5GOSDKR-ND","ESD5Z7.0T5G","onsemi","onsemi","TVS DIODE 7VWM 22.7VC SOD523","7,170","0.36","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","7V (Max)","7.5V","22.7V","8.8A (8/20µs)","200W","No","General Purpose","65pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","SC-79, SOD-523","SOD-523","1","-","-","https://www.digikey.com/en/products/detail/onsemi/ESD5Z7-0T5G/2194373"
"https://www.onsemi.com/pdf/datasheet/nup4114-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6342/488%7E463A%7E%7E6.jpg","NUP4114UPXV6T2GOSTR-ND,NUP4114UPXV6T2GOSCT-ND,NUP4114UPXV6T2GOSDKR-ND","NUP4114UPXV6T2G","onsemi","onsemi","TVS DIODE 5.5VWM 10VC SOT563","5,501","0.36","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","NUP4114","Active","Steering (Rail to Rail)","-","5.5V (Max)","5.5V","10V","12A (8/20µs)","-","Yes","General Purpose","0.6pF @ 1MHz (Max)","-40°C ~ 125°C (TJ)","Surface Mount","SOT-563, SOT-666","SOT-563","4","-","-","https://www.digikey.com/en/products/detail/onsemi/NUP4114UPXV6T2G/9764756"
"https://www.onsemi.com/pdf/datasheet/esd8472-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5881/488%7E152AF%7E%7E2.jpg","ESD8472MUT3GOSTR-ND,ESD8472MUT3GOSCT-ND,ESD8472MUT3GOSDKR-ND","ESD8472MUT3G","onsemi","onsemi","TVS DIODE 5.3VWM 20VC 2X3DFN","48,434","0.37","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","1","5.3V (Max)","7V","20V","3A (8/20µs)","-","No","RF Antenna","0.2pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","0201 (0603 Metric)","2-X3DFN (0.6x0.3) (0201)","-","-","-","https://www.digikey.com/en/products/detail/onsemi/ESD8472MUT3G/5817199"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/778/ESD9L_SESD9L_Series_Rev5_Oct2012.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/488%7E514AB-01%7E%7E2.jpg","SESD9L5.0ST5GOSTR-ND,SESD9L5.0ST5GOSCT-ND,SESD9L5.0ST5GOSDKR-ND","SESD9L5.0ST5G","onsemi","onsemi","TVS DIODE 5VWM 9.8VC SOD923","12,594","0.37","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","5V (Max)","5.4V","9.8V","1A (8/20µs)","-","No","General Purpose","0.5pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOD-923","SOD-923","1","-","-","https://www.digikey.com/en/products/detail/onsemi/SESD9L5-0ST5G/3198061"
"https://www.onsemi.com/pdf/datasheet/sl05t1-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg","SL05T1GOSTR-ND,SL05T1GOSCT-ND,SL05T1GOSDKR-ND","SL05T1G","onsemi","onsemi","TVS DIODE 5VWM 11VC SOT233","13,070","0.38","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","5V","6V","11V","5A (8/20µs)","300W","No","-","3.5pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)","1","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SL05T1G/921627"
"https://www.onsemi.com/pdf/datasheet/sm05t1-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg","SM36T1GOSTR-ND,SM36T1GOSCT-ND,SM36T1GOSDKR-ND","SM36T1G","onsemi","onsemi","TVS DIODE 36VWM 60VC SOT233","2,347","0.38","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","36V","40V","60V","4A (8/20µs)","300W","No","General Purpose","-","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)","2","-","-","https://www.digikey.com/en/products/detail/onsemi/SM36T1G/2797334"
"https://www.onsemi.com/pdf/datasheet/esdr0502n-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2771/488%7E517AA%7E%7E6.JPG","ESDR0502NMUTAGOSTR-ND,ESDR0502NMUTAGOSCT-ND,ESDR0502NMUTAGOSDKR-ND","ESDR0502NMUTAG","onsemi","onsemi","TVS DIODE 5.5VWM 6UDFN","21,928","0.39","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Steering (Rail to Rail)","-","5.5V (Max)","6V","-","-","100W","Yes","Ethernet","0.3pF @ 1MHz","-40°C ~ 125°C (TJ)","Surface Mount","6-UFDFN","6-UDFN (1.2x1)","3","-","-","https://www.digikey.com/en/products/detail/onsemi/ESDR0502NMUTAG/5404305"
"https://www.onsemi.com/download/data-sheet/pdf/esd8472-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5881/488%7E152AF%7E%7E2.jpg","488-SZESD8472MUT5GTR-ND,488-SZESD8472MUT5GCT-ND,488-SZESD8472MUT5GDKR-ND","SZESD8472MUT5G","onsemi","onsemi","TVS DIODE 5.3VWM 17.8VC 2X3DFN","19,815","0.39","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","1","5.3V (Max)","7V","17.8V","2.4A (8/20µs)","-","No","RF Antenna","0.2pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","0201 (0603 Metric)","2-X3DFN (0.6x0.3) (0201)","-","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZESD8472MUT5G/5257472"
"https://www.onsemi.com/pdf/datasheet/esd8704-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5881/488%7E517BB%7E%7E10.jpg","ESD8704MUTAGOSTR-ND,ESD8704MUTAGOSCT-ND,ESD8704MUTAGOSDKR-ND","ESD8704MUTAG","onsemi","onsemi","TVS DIODE 3.3VWM 10UDFN","17,214","0.39","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","3.3V (Max)","5V (Typ)","-","-","-","No","General Purpose","0.3pF @ 1MHz","-55°C ~ 125°C (TJ)","Surface Mount","10-UFDFN","10-UDFN (2.5x1)","4","-","-","https://www.digikey.com/en/products/detail/onsemi/ESD8704MUTAG/5817202"
"https://www.onsemi.com/pdf/datasheet/esd8551-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2614/488%7E711BG%7E%7E2-Top.JPG","488-SZESD8551MXWT5GTR-ND,488-SZESD8551MXWT5GCT-ND,488-SZESD8551MXWT5GDKR-ND","SZESD8551MXWT5G","onsemi","onsemi","TVS DIODE 3.3VWM 16VC 2X2DFNW","7,836","0.39","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","1","3.3V (Max)","5.5V","16V (Typ)","16A","-","No","USB 3.0","0.3pF @ 1MHz (Max)","-55°C ~ 125°C (TJ)","Surface Mount, Wettable Flank","2-XDFN","2-X2DFNW (1x0.6)","-","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZESD8551MXWT5G/12526343"
"https://www.onsemi.com/pdf/datasheet/esd5b5.0st1-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E502-01%7E%7E2.jpg","488-SZESD5B5.0ST5GTR-ND,488-SZESD5B5.0ST5GCT-ND,488-SZESD5B5.0ST5GDKR-ND","SZESD5B5.0ST5G","onsemi","onsemi","TVS DIODE 5VWM SOD523","43,305","0.4","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","1","5V (Max)","5.8V","-","-","50W","No","-","32pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","SC-79, SOD-523","SOD-523","-","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZESD5B5-0ST5G/10322107"
"https://www.onsemi.com/pdf/datasheet/smf05c-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E419B-02%7EDF%2CDW%2CSQ%7E6.jpg","SMF12CT1GOSTR-ND,SMF12CT1GOSCT-ND,SMF12CT1GOSDKR-ND","SMF12CT1G","onsemi","onsemi","TVS DIODE 12VWM 23VC SC88","9,577","0.4","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","12V (Max)","13.3V","23V","6A (8/20µs)","100W","No","General Purpose","40pF @ 1MHz","-40°C ~ 125°C (TJ)","Surface Mount","6-TSSOP, SC-88, SOT-363","SC-88/SC70-6/SOT-363","5","-","-","https://www.digikey.com/en/products/detail/onsemi/SMF12CT1G/921638"
"https://www.onsemi.com/pdf/datasheet/nup3105l-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg","SZNUP3105LT3GOSTR-ND,SZNUP3105LT3GOSCT-ND,SZNUP3105LT3GOSDKR-ND","SZNUP3105LT3G","onsemi","onsemi","TVS DIODE 32VWM 66VC SOT233","9,361","0.4","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","2","32V (Max)","35.6V","66V","8A (8/20µs)","350W","No","CAN","30pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)","-","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZNUP3105LT3G/5404993"
"https://www.onsemi.com/pdf/datasheet/sm05t1-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg","SM15T1GOSTR-ND,SM15T1GOSCT-ND,SM15T1GOSDKR-ND","SM15T1G","onsemi","onsemi","TVS DIODE 15VWM 24VC SOT233","17,036","0.41","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","15V","16.7V","24V","10A (8/20µs)","300W","No","General Purpose","-","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)","2","-","-","https://www.digikey.com/en/products/detail/onsemi/SM15T1G/2512612"
"https://www.onsemi.com/pdf/datasheet/esd5b5.0st1-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/488%7E502%7E%7E2.jpg","SZESD5B5.0ST1GOSTR-ND,SZESD5B5.0ST1GOSCT-ND,SZESD5B5.0ST1GOSDKR-ND","SZESD5B5.0ST1G","onsemi","onsemi","TVS DIODE 5VWM SOD523","3,110","0.41","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","1","5V (Max)","5.8V","-","-","50W","No","-","32pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","SC-79, SOD-523","SOD-523","-","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZESD5B5-0ST1G/5258195"
"https://www.onsemi.com/pdf/datasheet/mmqa-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6020/488%7E318F-05%7E%7E6.jpg","MMQA20VT1GOSTR-ND,MMQA20VT1GOSCT-ND,MMQA20VT1GOSDKR-ND","MMQA20VT1G","onsemi","onsemi","TVS DIODE 15VWM 28.6VC SC74","13,790","0.43","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MMQA","Active","Zener","-","15V (Max)","19V","28.6V","840mA (8/20µs)","150W","No","General Purpose","-","-55°C ~ 150°C (TJ)","Surface Mount","SC-74, SOT-457","SC-74","4","-","-","https://www.digikey.com/en/products/detail/onsemi/MMQA20VT1G/1482115"
"https://www.onsemi.com/pdf/datasheet/nsp4201mr6-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/746/488%3B318G-02%3BSN%2CDT%3B6.jpg","488-SZNSP4201MR6T1GTR-ND,488-SZNSP4201MR6T1GCT-ND,488-SZNSP4201MR6T1GDKR-ND","SZNSP4201MR6T1G","onsemi","onsemi","TVS DIODE 5VWM 12VC 6TSOP","5,399","0.43","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Steering (Rail to Rail)","-","5V (Max)","6V","12V","-","500W","No","USB","3pF @ 1MHz","-40°C ~ 125°C (TJ)","Surface Mount","SOT-23-6 Thin, TSOT-23-6","6-TSOP","4","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZNSP4201MR6T1G/7562235"
"https://www.onsemi.com/download/data-sheet/pdf/esd8351-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/488%7E502%7E%7E2.jpg","488-SZESD8351XV2T1GTR-ND,488-SZESD8351XV2T1GCT-ND,488-SZESD8351XV2T1GDKR-ND","SZESD8351XV2T1G","onsemi","onsemi","TVS DIODE 3.3VWM 11.2VC SOD523","4,462","0.43","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ESD8351","Active","Zener","-","3.3V (Max)","5.5V","11.2V","5A (8/20µs)","-","No","-","0.4pF @ 1MHz","-55°C ~ 125°C (TJ)","Surface Mount","SC-79, SOD-523","SOD-523","1","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZESD8351XV2T1G/5258200"
"https://www.onsemi.com/pdf/datasheet/esd7205-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6310/488%7E631AA%7EM%7E3.jpg","SZESD7205DT5GOSTR-ND,SZESD7205DT5GOSCT-ND,SZESD7205DT5GOSDKR-ND","SZESD7205DT5G","onsemi","onsemi","TVS DIODE 5VWM 12.5VC SOT723","14,369","0.44","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","5V (Max)","5.2V","12.5V (Typ)","-","-","No","Ethernet, USB","0.34pF @ 1MHz","-55°C ~ 125°C (TJ)","Surface Mount","SOT-723","SOT-723","2","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZESD7205DT5G/7556416"
"https://www.onsemi.com/pdf/datasheet/sms05t1-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6020/488%7E318F-05%7E%7E6.jpg","SMS24T1GOSTR-ND,SMS24T1GOSCT-ND,SMS24T1GOSDKR-ND","SMS24T1G","onsemi","onsemi","TVS DIODE 24VWM 44VC SC74","9,670","0.44","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","24V","26.7V","44V","8A (8/20µs)","350W","No","General Purpose","40pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","SC-74, SOT-457","SC-74","4","-","-","https://www.digikey.com/en/products/detail/onsemi/SMS24T1G/921679"
"https://www.onsemi.com/pdf/datasheet/uesd3.3dt5g-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/488%7E631AA-01%7EM%7E3.jpg","UESD5.0DT5GOSTR-ND,UESD5.0DT5GOSCT-ND,UESD5.0DT5GOSDKR-ND","UESD5.0DT5G","onsemi","onsemi","TVS DIODE 5VWM SOT723","24,375","0.45","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","uESD","Active","Zener","-","5V (Max)","6.2V","-","-","-","No","General Purpose","38pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-723","SOT-723","2","-","-","https://www.digikey.com/en/products/detail/onsemi/UESD5-0DT5G/1485455"
"https://www.onsemi.com/pdf/datasheet/nup4304m6-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6020/488%7E318F-05%7E%7E6.jpg","NUP4304MR6T1GOSTR-ND,NUP4304MR6T1GOSCT-ND,NUP4304MR6T1GOSDKR-ND","NUP4304MR6T1G","onsemi","onsemi","TVS DIODE SC74","16,494","0.45","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Steering (Rail to Rail)","-","-","70V","-","-","-","No","General Purpose","1.6pF @ 1MHz","-40°C ~ 85°C (TJ)","Surface Mount","SC-74, SOT-457","SC-74","4","-","-","https://www.digikey.com/en/products/detail/onsemi/NUP4304MR6T1G/1485010"
"https://www.onsemi.com/pdf/datasheet/esd7205-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5001/488%7E419-04%7ESQ%2CW%7E3.jpg","SZESD7205WTT1GOSTR-ND,SZESD7205WTT1GOSCT-ND,SZESD7205WTT1GOSDKR-ND","SZESD7205WTT1G","onsemi","onsemi","TVS DIODE 5VWM 12.5VC SC703","15,194","0.45","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","-","5V (Max)","5.2V","12.5V (Typ)","12A","-","No","-","0.4pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","SC-70, SOT-323","SC-70-3 (SOT323)","2","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZESD7205WTT1G/7066744"
"https://www.onsemi.com/pdf/datasheet/nup2105l-d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg","SZNUP2105LT3GOSTR-ND,SZNUP2105LT3GOSCT-ND,SZNUP2105LT3GOSDKR-ND","SZNUP2105LT3G","onsemi","onsemi","TVS DIODE 24VWM 44VC SOT233","1,898","0.45","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Zener","2","24V (Min)","26.2V","44V","8A (8/20µs)","350W","No","-","30pF @ 1MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3 (TO-236)","-","Automotive","AEC-Q101","https://www.digikey.com/en/products/detail/onsemi/SZNUP2105LT3G/3063423"
